actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,bc_loss,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,noisy_feedback,reward_acc_fixed_ref,reward_acc_heldout,reward_acc_onpolicy,reward_acc_train,step,step_in_window,total_duration,total_feedback,true_episode_reward,window_id
-0.416663078252819,-6.790402372916778,-6.0,0.5408062159686953,0.09605967722557208,-0.041512840089049784,0.0,10.511888486844999,38.76054996723408,3.392471636141146,0.33369658781482175,2.3112181519364214,8.556095903222865,0.7616702196476338,19.71835947036743,2.0,-39.617391902174546,0.0,0.0,0.0,0.0,0.0,0.0,2000,1000.0,0.0,0.0,33.52187269518552,-1.0
-3.046279194831848,-11.764465958595276,-6.0,0.2672805995792151,0.09050052573531867,-0.04248360534012317,0.0,11.027890086174011,41.36381978607178,0.19536951657384635,0.23631853262335062,1.8122302026748658,6.789237106323243,0.033476994533557444,18.753937005996704,3.0,-50.13146685177344,0.0,0.0,0.0,0.0,0.0,0.0,3000,2000.0,0.0,0.0,117.2049260264685,-1.0
-2.8090091879367827,-15.80269407749176,-6.0,0.26808156330883504,0.08404545017331838,-0.044292263694107534,0.0,10.546969679832458,41.042662494659425,0.05125794667378068,0.32152979020774364,1.672600939631462,6.509015729904175,0.008128876163624227,20.276105880737305,4.0,-36.41166196249105,0.0,0.0,0.0,0.0,0.0,0.0,4000,3000.0,0.0,0.0,31.37473342624172,-1.0
-3.366931869983673,-20.557555070877076,-6.0,0.20446729220449925,0.07745727556198835,-0.04839238154143095,0.0,11.02874449634552,43.22482446289062,0.05968883733078838,0.3548132427036762,1.7418784013986588,6.827004396915436,0.009427855999674647,20.068101167678833,5.0,-57.147644137294265,0.0,0.0,0.0,0.0,0.0,0.0,5000,4000.0,0.0,0.0,94.89417117826547,-1.0
-4.374826865673065,-25.69429887008667,-6.0,0.11811831130087376,0.07253687561303378,-0.0517469477429986,0.0,11.34620203781128,42.32217114448547,0.06982716590538621,0.41366572892665865,1.8064917622804642,6.737986981391907,0.011119015347212553,20.4920392036438,6.0,-69.10132919399348,0.0,0.0,0.0,0.0,0.0,0.0,6000,5000.0,0.0,0.0,120.64954436972208,-1.0
-4.969370369911194,-31.668813480377196,-6.0,0.0710024734288454,0.06868483109772205,-0.05393166659399867,0.0,11.661652808189393,41.58608520698547,0.08060355011001229,0.4539078313708305,1.8784036120176315,6.698217307567597,0.01298273259261623,20.936950206756592,7.0,-65.93145358192851,0.0,0.0,0.0,0.0,0.0,0.0,7000,6000.0,0.0,0.0,149.49434464906838,-1.0
-5.558054211616516,-37.27312995147705,-6.0,0.0292501189353643,0.06601543112844228,-0.055240731846541165,0.0,11.825907048225403,41.13003575706482,0.09252638630568981,0.5157852141261101,1.9284357558488845,6.706718482017517,0.015085664929356426,21.68609857559204,8.0,-63.14458763020957,0.0,0.0,0.0,0.0,0.0,0.0,8000,7000.0,0.0,0.0,149.26717365192687,-1.0
-5.83761016368866,-41.994924137115476,-6.0,0.010491449398861732,0.06447351579368114,-0.05639434541761875,0.0,11.85464635181427,40.3961803855896,0.10745650476962328,0.5462497793436051,1.959624342083931,6.677549828052521,0.01777121843630448,22.20907974243164,9.0,-64.47101716099132,0.0,0.0,0.0,0.0,0.0,0.0,9000,8000.0,0.0,0.0,128.74651948493226,-1.0
-5.9875344099998475,-46.664895217895506,-6.0,0.0007975253984914162,0.06390554336458444,-0.057650224462151525,0.0,11.862693311691284,39.40929127311706,0.1167049813233316,0.6259600078761578,1.9886591141223908,6.606375444412231,0.019574598163831978,22.56161332130432,10.0,-66.8293974400367,0.0,0.0,0.0,0.0,0.0,0.0,10000,9000.0,0.0,0.0,168.54146789740363,-1.0
3.4401612224578857,-0.7651708961725235,-6.0,0.527216711461544,0.05582778752595186,0.1818460145443678,0.0,0.0,0.0,0.0,0.07711063944920897,0.0,0.0,0.0,40.958698749542236,11.0,-69.04314859428996,0.0,0.0,0.7916666666666666,0.8833333651224772,0.6458333333333334,0.9791666865348816,11000,10000.0,0.0,0.0,99.26354634601309,-0.5
3.2068188490867615,-1.4280141575336456,-6.0,0.45552632814645766,0.04947086362913251,0.17612675887346269,0.0,0.0,0.0,0.0,0.034917574662715195,0.0,0.0,0.0,15.978314876556396,12.0,90.57751509902664,100.0,0.0,0.0,0.0,0.0,0.0,12000,1000.0,0.0,100.0,15.504473411800648,0.0
3.0209399046897887,-2.0808359780311583,-6.0,0.40474541050195695,0.044854799449443816,0.17553704217076302,0.0,0.0,0.0,0.0,0.027641872534528374,0.0,0.0,0.0,15.97546648979187,13.0,147.6180336819525,100.0,0.0,0.0,0.0,0.0,0.0,13000,2000.0,0.0,100.0,52.16835390409433,0.0
2.5387827033996584,-2.7921937901973726,-6.0,0.3498679904639721,0.04095248476788402,0.18150241170823575,0.0,0.0,0.0,0.0,0.026456210405565797,0.0,0.0,0.0,15.76871395111084,14.0,190.7256490774016,100.0,0.0,0.0,0.0,0.0,0.0,14000,3000.0,0.0,100.0,32.205198102018024,0.0
1.894510242342949,-3.562007876396179,-6.0,0.29664601704478266,0.03755419985577464,0.18985278964042662,0.0,0.0,0.0,0.0,0.0239165436020121,0.0,0.0,0.0,15.891629934310913,15.0,293.2856515594749,100.0,0.0,0.0,0.0,0.0,0.0,15000,4000.0,0.0,100.0,113.5700927762416,0.0
1.3343976300358773,-4.361584511995315,-6.0,0.2532718518227339,0.03451644452288747,0.1985647847354412,0.0,0.0,0.0,0.0,0.024505430674180387,0.0,0.0,0.0,15.80638837814331,16.0,319.6033953576625,100.0,0.0,0.0,0.0,0.0,0.0,16000,5000.0,0.0,100.0,156.46966558144535,0.0
0.941946681201458,-5.149254828453064,-6.0,0.2203370705842972,0.03172650380805135,0.20610402071475983,0.0,0.0,0.0,0.0,0.023614620336331427,0.0,0.0,0.0,15.826735019683838,17.0,327.5113859004341,100.0,0.0,0.0,0.0,0.0,0.0,17000,6000.0,0.0,100.0,83.70716818329657,0.0
0.5171086090430618,-5.930744950771332,-6.0,0.19011111319065094,0.029157529685646295,0.2149094535410404,0.0,0.0,0.0,0.0,0.02442337955441326,0.0,0.0,0.0,15.851343631744385,18.0,336.39550011674874,100.0,0.0,0.0,0.0,0.0,0.0,18000,7000.0,0.0,100.0,126.63798437064877,0.0
0.08483670643437653,-6.679032538414002,-6.0,0.163192140981555,0.026805942354723812,0.2222263579517603,0.0,0.0,0.0,0.0,0.022134932422079145,0.0,0.0,0.0,16.06413173675537,19.0,364.49074704176746,100.0,0.0,0.0,0.0,0.0,0.0,19000,8000.0,0.0,100.0,46.080279939585736,0.0
-0.3347108501344919,-7.43498232793808,-6.0,0.13974650873243807,0.02465452503785491,0.22957092441618443,0.0,0.0,0.0,0.0,0.0233175998814404,0.0,0.0,0.0,16.010685443878174,20.0,355.71074632549426,100.0,0.0,0.0,0.0,0.0,0.0,20000,9000.0,0.0,100.0,134.273814550095,0.0
-0.760397805467248,-8.16183201932907,-6.0,0.11892875706404447,0.02268581973388791,0.23590313291549683,0.0,0.0,0.0,0.0,0.02285272032395005,0.0,0.0,0.0,35.45097756385803,21.0,362.09038695390336,100.0,0.0,0.0,0.0,0.0,0.0,21000,10000.0,0.0,100.0,183.91000487752333,0.0
-1.1680478209853171,-8.867898482322692,-6.0,0.1009685824662447,0.020884272135794163,0.2423879649490118,0.0,0.0,0.0,0.0,0.023312213741242885,0.0,0.0,0.0,16.14133930206299,22.0,367.08401327188767,100.0,0.0,0.0,0.0,0.0,0.0,22000,11000.0,0.0,100.0,75.34423859987652,0.0
-1.629781996846199,-9.569412008285523,-6.0,0.08414915051311254,0.0192421771325171,0.24795389834046364,0.0,0.0,0.0,0.0,0.022978673327714205,0.0,0.0,0.0,16.216557502746582,23.0,366.8809491548054,100.0,0.0,0.0,0.0,0.0,0.0,23000,12000.0,0.0,100.0,114.4707416273492,0.0
-2.0813746585845947,-10.270736598014832,-6.0,0.06961420331150293,0.01775109538808465,0.25409210596978665,0.0,0.0,0.0,0.0,0.02377544701565057,0.0,0.0,0.0,15.96286392211914,24.0,378.867072643945,100.0,0.0,0.0,0.0,0.0,0.0,24000,13000.0,0.0,100.0,122.88372289559962,0.0
-2.537587005019188,-10.963728286743164,-6.0,0.056820600662380455,0.016396455120295285,0.25865120357275007,0.0,0.0,0.0,0.0,0.023470284080132842,0.0,0.0,0.0,16.158132553100586,25.0,380.43001317966264,100.0,0.0,0.0,0.0,0.0,0.0,25000,14000.0,0.0,100.0,115.47124335859071,0.0
-2.9666635167598723,-11.642995417594909,-6.0,0.04604134488478303,0.01516512876842171,0.26341436195373535,0.0,0.0,0.0,0.0,0.02283220601733774,0.0,0.0,0.0,15.882502794265747,26.0,377.4451278843917,100.0,0.0,0.0,0.0,0.0,0.0,26000,15000.0,0.0,100.0,150.20051204113594,0.0
