step,window_id,reward_update_count,total_feedback,labeled_feedback,train_fit_acc,acc_train,acc_heldout,acc_onpolicy,acc_fixed_ref
3000,0,1,50,50,0.875,0.9083333611488342,0.800000011920929,0.4635416666666667,0.7734375
6000,1,2,100,100,0.9291666666666667,0.9375,0.7833333611488342,0.625,0.7513020833333334
9000,2,3,150,150,0.85,0.8555556138356527,0.5,0.515625,0.69921875
